open_time,open,high,low,close,volume
2025-03-31 09:23:02.504771,3322.68,3341.0022977520866,3301.9032546177827,3322.68,38787.83
2025-03-31 09:38:02.504771,3346.96,3366.386032372923,3331.1258376352926,3346.96,18993.3
2025-03-31 09:53:02.504771,3411.03,3415.298688600601,3398.886510390597,3411.03,61435.65
2025-03-31 10:08:02.504771,3393.28,3398.684204191321,3378.045604615018,3393.28,49816.22
2025-03-31 10:23:02.504771,3331.62,3342.1147003846904,3321.294746666845,3331.62,58858.45
2025-03-31 10:38:02.504771,3364.9,3382.87886133883,3358.2292873672427,3364.9,33653.55
2025-03-31 10:53:02.504771,3388.44,3406.625662514779,3361.0429186149345,3388.44,75000.46
2025-03-31 11:08:02.504771,3392.01,3400.0855525177917,3362.1920659900397,3392.01,26388.86
2025-03-31 11:23:02.504771,3324.43,3354.2045917168925,3297.280042394382,3324.43,40199.37
2025-03-31 11:38:02.504771,3303.35,3308.684914557257,3284.5098544163066,3303.35,61311.32
2025-03-31 11:53:02.504771,3360.5,3374.8930995596193,3335.739691953292,3360.5,19622.88
2025-03-31 12:08:02.504771,3328.59,3351.9664246231096,3321.1370390647176,3328.59,46363.71
2025-03-31 12:23:02.504771,3276.99,3306.898815646542,3245.765362464661,3276.99,14344.45
2025-03-31 12:38:02.504771,3314.89,3324.1023348732274,3289.7632982313203,3314.89,35774.56
2025-03-31 12:53:02.504771,3302.0,3320.257335605708,3273.3568375735767,3302.0,19613.63
2025-03-31 13:08:02.504771,3268.86,3275.0474612536923,3250.5523477557977,3268.86,71682.12
2025-03-31 13:23:02.504771,3272.04,3291.022675800189,3252.1561973613047,3272.04,60471.05
2025-03-31 13:38:02.504771,3257.21,3265.0728190413874,3247.3093723470424,3257.21,21184.73
2025-03-31 13:53:02.504771,3282.05,3295.824569374552,3275.694448924791,3282.05,56154.94
2025-03-31 14:08:02.504771,3232.96,3251.6188278021705,3201.8831435985603,3232.96,10889.4
2025-03-31 14:23:02.504771,3179.89,3203.2828535184444,3158.1809484908335,3179.89,22284.17
2025-03-31 14:38:02.504771,3169.93,3198.203112842083,3138.8895022333854,3169.93,45866.24
2025-03-31 14:53:02.504771,3145.52,3163.9972550009907,3114.838373557759,3145.52,35712.01
2025-03-31 15:08:02.504771,3205.23,3226.8088755486633,3193.510424372462,3205.23,17781.33
2025-03-31 15:23:02.504771,3231.24,3242.346985377638,3211.5110445343344,3231.24,64872.24
2025-03-31 15:38:02.504771,3190.5,3216.7731224358113,3187.153380778125,3190.5,54340.15
